patentno,risk,satisfy,name,home,resident,surgery,history,cost,centile
56446,0,21016.0,Eagle Bend,MN,1107,467,7.67841,44.94875,81
56447,0,17156.0,Emily,MN,728,276,12.5,48.24652,81
56449,0,17867.0,Fort Ripley,MN,935,449,8.6631,52.7852,81
56450,0,17423.0,Garrison,MN,680,264,11.91176,48.48973,81
56452,0,8757.0,Hackensack,MN,1476,596,25.47425,51.67505,81
56453,0,23221.0,Hewitt,MN,568,249,5.28169,36.57227,81
56461,0,10685.0,Laporte,MN,1762,793,18.5017,55.92867,81
56464,0,18620.0,Menahga,MN,2677,1068,10.75831,47.13636,81
56465,0,10336.0,Merrifield,MN,1172,488,16.12628,61.23883,81
56466,0,19259.0,Motley,MN,1798,789,8.50945,49.23899,81
56467,0,8842.0,Nevis,MN,1631,690,23.8504,54.08757,81
56468,0,5689.0,Nisswa,MN,3395,1418,26.53903,69.15243,81
56469,0,20386.0,Palisade,MN,744,322,9.27419,44.3891,81
56470,0,10771.0,Park Rapids,MN,6656,2703,20.28245,52.57467,81
56472,0,9364.0,Pequot Lakes,MN,3575,1483,20.39161,57.64685,81
56473,0,11828.0,Pillager,MN,1577,695,15.53583,57.1565,81
56474,0,14969.0,Pine River,MN,2640,1070,14.20455,50.8591,81
56475,0,18158.0,Randall,MN,968,441,6.61157,55.4867,81
56477,0,19196.0,Sebeka,MN,1864,783,9.44206,47.82285,81
56479,0,15766.0,Staples,MN,3399,1404,11.82701,52.86496,81
56481,0,19587.0,Verndale,MN,1313,581,9.59634,46.31127,81
56482,0,13902.0,Wadena,MN,4512,1800,14.67199,52.86235,81
56484,0,9460.0,Walker,MN,2572,959,20.10109,57.79723,81
56501,0,9000.0,Detroit Lakes,MN,10255,4108,21.4237,57.46117,81
56510,0,11460.0,Ada,MN,1629,631,17.0043,55.80706,81
56511,0,11850.0,Audubon,MN,1073,478,14.35228,59.12575,81
56514,0,9530.0,Barnesville,MN,2152,896,18.44795,60.38758,81
56515,0,8192.0,Battle Lake,MN,2054,822,24.09932,56.76945,81
56520,0,10734.0,Breckenridge,MN,2759,1098,14.75172,62.21953,81
56521,0,18367.0,Callaway,MN,523,223,10.70746,47.90393,81
56524,0,9121.0,Clitherall,MN,534,225,21.34831,57.00351,81
56527,0,20789.0,Deer Creek,MN,531,227,6.59134,47.65156,81
56528,0,14852.0,Dent,MN,1164,479,14.08935,51.34553,81
56529,0,12597.0,Dilworth,MN,1811,808,14.90889,55.90775,81
56531,0,11402.0,Elbow Lake,MN,1487,606,18.49361,53.44815,81
56534,0,12903.0,Erhard,MN,781,325,14.46863,55.84498,81
56535,0,14329.0,Erskine,MN,962,331,14.03326,52.84927,81
56537,0,8519.0,Fergus Falls,MN,12613,4945,20.47094,61.46374,81
56540,0,16745.0,Fertile,MN,1385,568,13.64621,47.32989,81
56542,0,14091.0,Fosston,MN,1948,748,14.88706,52.00718,81
56544,0,15639.0,Frazee,MN,3013,1283,11.94822,52.93034,81
56545,0,16017.0,Gary,MN,552,223,11.5942,52.65444,81
56547,0,8801.0,Glyndon,MN,1457,682,15.78586,68.18219,81
56548,0,14435.0,Halstad,MN,639,245,12.98905,54.37393,81
56549,0,7907.0,Hawley,MN,2689,1138,20.41651,64.56275,81
56551,0,17271.0,Henning,MN,1750,678,11.42857,49.75026,81
56554,0,9863.0,Lake Park,MN,1750,703,16.51429,62.32414,81
56556,0,12960.0,McIntosh,MN,876,322,16.43836,52.304,81
56557,0,16743.0,Mahnomen,MN,1836,743,12.96296,48.51458,81
56560,0,5494.0,Moorhead,MN,19219,7960,29.14304,66.2574,81
56567,0,15443.0,New York Mills,MN,2124,878,13.74765,50.36875,81
56569,0,23032.0,Ogema,MN,815,357,4.66258,39.49998,81
56570,0,17243.0,Osage,MN,909,381,10.12101,52.09086,81
56571,0,11642.0,Ottertail,MN,1183,511,15.72274,57.42587,81
56572,0,10496.0,Pelican Rapids,MN,3833,1583,19.51474,54.83028,81
56573,0,11135.0,Perham,MN,3724,1549,17.26638,56.50401,81
56576,0,12644.0,Richville,MN,701,286,17.40371,51.48675,81
56578,0,8501.0,Rochert,MN,609,270,21.34647,60.03061,81
56579,0,16523.0,Rothsay,MN,770,335,11.94805,50.80549,81
56580,0,9383.0,Sabin,MN,566,246,12.89753,70.48749,81
56584,0,17647.0,Twin Valley,MN,1165,442,8.66953,53.44423,81
56585,0,17539.0,Ulen,MN,699,268,9.72818,51.91957,81
56586,0,13245.0,Underwood,MN,1240,535,13.14516,57.2075,81
56587,0,14963.0,Vergas,MN,950,400,13.47368,52.1314,81
56589,0,18293.0,Waubun,MN,1200,527,12.91667,44.26226,81
56601,0,6389.0,Bemidji,MN,16721,7107,29.45398,58.55956,81
56621,0,13307.0,Bagley,MN,2778,1183,16.73866,50.85649,81
56623,0,11990.0,Baudette,MN,2356,947,17.82683,52.67144,81
56628,0,12192.0,Bigfork,MN,1281,501,17.01795,53.42723,81
56630,0,19211.0,Blackduck,MN,1433,625,11.79344,43.72353,81
56633,0,21059.0,Cass Lake,MN,2347,1057,10.6945,39.61897,81
56634,0,15575.0,Clearbrook,MN,1128,432,13.82979,49.85225,81
56636,0,17980.0,Deer River,MN,2983,1296,13.04056,44.91344,81
56644,0,15795.0,Gonvick,MN,534,209,11.98502,52.50798,81
56649,0,10500.0,International Falls,MN,7442,2976,16.50094,60.00184,81
56650,0,20731.0,Kelliher,MN,549,211,11.11111,40.04525,81
56653,0,13881.0,Littlefork,MN,968,387,10.84711,59.51542,81
56655,0,15012.0,Longville,MN,1144,457,15.2972,48.85978,81
56661,0,17555.0,Northome,MN,724,276,14.22652,44.1315,81
56670,0,23878.0,Redby,MN,872,447,1.49083,28.68874,81
56671,0,23862.0,Redlake,MN,873,444,3.43643,26.29453,81
56672,0,18599.0,Remer,MN,1496,587,12.23262,44.65192,81
56673,0,18334.0,Roosevelt,MN,542,217,12.54613,44.79968,81
56676,0,14986.0,Shevlin,MN,1160,472,13.18966,52.56552,81
56686,0,16360.0,Williams,MN,685,277,12.84672,49.67049,81
56701,0,11485.0,Thief River Falls,MN,8061,3244,15.32068,58.60663,81
56713,0,13176.0,Argyle,MN,704,294,15.34091,53.6116,81
56714,0,17862.0,Badger,MN,935,419,8.87701,52.43999,81
56716,0,8718.0,Crookston,MN,6103,2335,20.7439,59.9953,81
56721,0,8387.0,East Grand Forks,MN,5496,2369,19.4687,63.78342,81
56723,0,8666.0,Fisher,MN,785,346,16.81529,67.0145,81
56725,0,19044.0,Goodridge,MN,614,260,8.79479,49.3619,81
56726,0,13801.0,Greenbush,MN,1185,494,11.22363,59.06691,81
56727,0,21908.0,Grygla,MN,533,214,8.25516,40.39569,81
56728,0,10129.0,Hallock,MN,1119,423,18.05183,58.72562,81
56732,0,19347.0,Karlstad,MN,857,334,12.25204,42.497,81
56735,0,17750.0,Lancaster,MN,557,240,10.23339,50.43544,81
56736,0,10472.0,Mentor,MN,636,263,19.02516,55.75476,81
56737,0,18849.0,Middle River,MN,618,250,8.73786,50.0157,81
56738,0,19383.0,Newfolden,MN,878,375,6.94761,51.55474,81
56742,0,20133.0,Oklee,MN,514,212,7.97665,47.4005,81
56750,0,14551.0,Red Lake Falls,MN,1779,683,12.3665,55.14542,81
56751,0,8345.0,Roseau,MN,3814,1603,19.32354,64.2097,81
56757,0,13226.0,Stephen,MN,741,303,14.43995,55.02773,81
56762,0,11072.0,Warren,MN,1674,654,16.18877,58.58048,81
56763,0,11176.0,Warroad,MN,3135,1371,15.3429,59.67363,81
57001,0,11995.0,Alcester,SD,1432,613,15.43296,56.78122,81
57002,0,6922.0,Aurora,SD,565,252,24.77876,63.11654,81
57003,0,8734.0,Baltic,SD,978,450,16.66667,66.94389,81
57004,0,9301.0,Beresford,SD,2201,928,21.5811,55.83452,81
57005,0,4120.0,Brandon,SD,4246,2026,30.66415,78.38931,81
57006,0,4276.0,Brookings,SD,10204,4214,37.5735,64.62682,81
57012,0,12307.0,Canistota,SD,764,293,17.01571,53.05325,81
57013,0,10841.0,Canton,SD,2763,1170,16.17807,59.40296,81
57014,0,12876.0,Centerville,SD,1142,465,16.28722,52.78127,81
57015,0,11137.0,Chancellor,SD,506,218,14.82213,60.71056,81
57017,0,9159.0,Colman,SD,837,372,18.27957,62.111,81
57018,0,10856.0,Colton,SD,890,379,14.60674,62.043,81
57020,0,7617.0,Crooks,SD,644,309,16.14907,73.5525,81
57022,0,7736.0,Dell Rapids,SD,2730,1141,20.65934,65.10279,81
57025,0,7969.0,Elk Point,SD,1753,745,21.79122,61.83902,81
57026,0,12610.0,Elkton,SD,849,365,13.78092,57.82076,81
57028,0,12795.0,Flandreau,SD,2225,921,16.44944,52.72897,81
57029,0,12194.0,Freeman,SD,1624,638,18.65764,50.59105,81
57030,0,10030.0,Garretson,SD,1721,697,16.21151,62.27445,81
57032,0,6436.0,Harrisburg,SD,1549,709,23.2408,68.98898,81
57033,0,7097.0,Hartford,SD,2424,1136,19.38944,71.21451,81
57034,0,12946.0,Hudson,SD,567,222,14.46208,55.75476,81
57035,0,11594.0,Humboldt,SD,690,306,13.18841,61.94755,81
57036,0,10814.0,Hurley,SD,573,250,14.65969,62.111,81
57037,0,13886.0,Irene,SD,703,275,16.78521,49.26906,81
57038,0,8337.0,Jefferson,SD,733,327,17.46248,67.45516,81
57039,0,8773.0,Lennox,SD,2146,893,16.5424,67.0145,81
57042,0,8782.0,Madison,SD,5002,2066,22.57097,56.59162,81
57043,0,11341.0,Marion,SD,1035,426,17.3913,55.573,81
57045,0,16698.0,Menno,SD,833,341,14.76591,45.52148,81
57048,0,11318.0,Montrose,SD,603,258,14.5937,60.4765,81
57049,0,2914.0,North Sioux City,SD,2923,1269,37.05097,84.64748,81
57053,0,10433.0,Parker,SD,1328,555,18.5994,56.63869,81
57055,0,7384.0,Renner,SD,753,335,13.94422,78.83782,81
57058,0,10094.0,Salem,SD,1341,538,18.26995,58.49156,81
57059,0,17590.0,Scotland,SD,1122,428,13.36898,45.51494,81
57062,0,13574.0,Springfield,SD,1431,376,15.16422,52.88065,81
57063,0,17746.0,Tabor,SD,615,267,10.73171,49.58027,81
57064,0,6602.0,Tea,SD,1514,736,20.34346,72.8987,81
57066,0,15146.0,Tyndall,SD,1258,485,15.10334,48.80094,81
57068,0,7216.0,Valley Springs,SD,978,468,17.17791,74.32137,81
57069,0,4201.0,Vermillion,SD,5259,2101,44.01978,54.41055,81
57070,0,15293.0,Viborg,SD,977,381,14.53429,49.41159,81
57071,0,6515.0,Volga,SD,1594,698,27.28984,61.51604,81
57073,0,10522.0,Wakonda,SD,508,197,19.68504,54.42885,81
57075,0,8327.0,Wentworth,SD,515,223,22.13592,59.45527,81
57077,0,7684.0,Worthing,SD,670,298,18.95522,68.33779,81
57078,0,7702.0,Yankton,SD,11869,4409,24.68616,58.35688,81
57103,0,5158.0,Sioux Falls,SD,20560,8785,28.33658,70.72808,81
57104,0,13009.0,Sioux Falls,SD,16737,5295,15.48665,53.79728,81
57105,0,4202.0,Sioux Falls,SD,15917,6273,35.27675,69.47671,81
57106,0,5330.0,Sioux Falls,SD,17186,7184,27.87152,69.91345,81
57107,0,11373.0,Sioux Falls,SD,3272,1431,16.22861,57.4651,81
57108,0,1250.0,Sioux Falls,SD,3925,1788,46.16561,109.1035,81
57110,0,3052.0,Sioux Falls,SD,5083,2352,35.58922,84.67233,81
57201,0,9115.0,Watertown,SD,14908,6303,19.674,59.91162,81
57212,0,11120.0,Arlington,SD,1417,583,16.79605,57.38403,81
57216,0,16610.0,Big Stone City,SD,821,327,11.20585,51.85811,81
57220,0,8495.0,Bruce,SD,588,268,20.40816,61.67557,81
57223,0,11746.0,Castlewood,SD,893,395,13.88578,60.25813,81
57225,0,15396.0,Clark,SD,1268,481,14.27445,49.58027,81
57226,0,12618.0,Clear Lake,SD,1393,548,15.07538,55.573,81
57231,0,10939.0,De Smet,SD,1313,538,18.05027,55.79137,81
57234,0,16922.0,Estelline,SD,903,344,10.07752,53.03102,81
57249,0,10748.0,Lake Preston,SD,803,302,16.68742,58.842,81
57252,0,12203.0,Milbank,SD,3395,1371,16.93667,53.52399,81
57260,0,17614.0,Rosholt,SD,678,257,11.9469,47.89085,81
57262,0,15360.0,Sisseton,SD,2829,1186,16.68434,45.53848,81
57273,0,20239.0,Waubay,SD,828,335,12.19807,39.77327,81
57274,0,11217.0,Webster,SD,2120,846,17.92453,55.06957,81
57276,0,12500.0,White,SD,766,336,15.53525,55.08265,81
57279,0,17482.0,Wilmot,SD,858,337,14.91842,43.13249,81
57301,0,8824.0,Mitchell,SD,10844,4401,20.9609,59.13098,81
57311,0,17877.0,Alexandria,SD,915,398,9.61749,51.0997,81
57313,0,11972.0,Armour,SD,892,334,17.6009,53.12125,81
57315,0,13304.0,Avon,SD,732,310,21.17486,43.22403,81
57319,0,14207.0,Bridgewater,SD,856,328,14.71963,52.00718,81
57325,0,8222.0,Chamberlain,SD,1991,726,24.76143,55.44747,81
57328,0,16953.0,Corsica,SD,874,357,14.07323,46.07198,81
57332,0,15620.0,Emery,SD,572,254,16.60839,44.94875,81
57334,0,17080.0,Ethan,SD,539,251,10.20408,52.42038,81
57339,0,23946.0,Fort Thompson,SD,676,299,5.02959,10.67263,81
57345,0,13178.0,Highmore,SD,958,362,15.97077,52.52237,81
57349,0,14721.0,Howard,SD,1227,485,14.26243,51.44752,81
57350,0,11060.0,Huron,SD,9358,3740,19.25625,53.32524,81
57353,0,18770.0,Iroquois,SD,541,232,9.42699,49.035,81
57355,0,15334.0,Kimball,SD,906,378,16.33554,46.20143,81
57356,0,22170.0,Lake Andes,SD,1052,455,13.11787,30.64753,81
57359,0,13839.0,Letcher,SD,553,223,16.09403,50.56751,81
57362,0,13231.0,Miller,SD,1627,576,16.96374,50.6695,81
57363,0,17113.0,Mount Vernon,SD,682,319,12.60997,48.17852,81
57366,0,14590.0,Parkston,SD,1723,690,14.79977,50.86564,81
57368,0,13153.0,Plankinton,SD,753,319,16.86587,51.03301,81
57369,0,16207.0,Platte,SD,1766,710,14.26954,47.56918,81
57375,0,16232.0,Stickney,SD,518,236,11.96911,51.48675,81
57376,0,19184.0,Tripp,SD,898,324,11.13586,44.94875,81
57380,0,20732.0,Wagner,SD,2025,814,13.48148,35.959,81
57382,0,16493.0,Wessington Springs,SD,1227,474,14.50693,46.49303,81
57383,0,21684.0,White Lake,SD,563,201,6.74956,43.96805,81
57384,0,14228.0,Wolsey,SD,629,277,14.30843,52.65444,81
57385,0,17824.0,Woonsocket,SD,1041,409,11.81556,47.49072,81
57401,0,7526.0,Aberdeen,SD,18601,7525,24.95565,58.95576,81
57428,0,18190.0,Bowdle,SD,592,237,14.02027,42.63299,81
57430,0,14374.0,Britton,SD,1657,641,16.35486,48.7434,81
57437,0,20184.0,Eureka,SD,1349,519,11.26761,41.56991,81
57438,0,18792.0,Faulkton,SD,1100,419,12.36364,43.90921,81
57442,0,11636.0,Gettysburg,SD,1219,461,20.34454,49.47566,81
57445,0,8376.0,Groton,SD,1298,545,20.57011,61.93578,81
57450,0,18150.0,Hoven,SD,657,271,11.41552,47.23705,81
57451,0,14663.0,Ipswich,SD,1003,397,16.74975,47.31028,81
57456,0,19982.0,Leola,SD,695,287,14.10072,37.29668,81
57462,0,6255.0,Mina,SD,537,230,22.34637,71.918,81
57469,0,16169.0,Redfield,SD,2704,943,13.5355,48.91209,81
57472,0,13359.0,Selby,SD,821,308,17.05237,50.1883,81
57501,0,4657.0,Pierre,SD,10333,4122,33.17526,67.95467,81
57523,0,18836.0,Burke,SD,803,286,13.5741,41.71898,81
57528,0,20042.0,Colome,SD,566,264,10.95406,42.497,81
57532,0,7616.0,Fort Pierre,SD,1757,767,22.76608,62.16199,81
57533,0,17184.0,Gregory,SD,1438,536,14.60362,44.54078,81
57543,0,17020.0,Kadoka,SD,618,249,19.41748,36.70172,81
57548,0,23663.0,Lower Brule,SD,522,239,8.81226,23.49626,81
57551,0,18045.0,Martin,SD,1435,567,14.91289,41.5163,81
57555,0,22336.0,Mission,SD,1800,817,13.55556,28.90581,81
57559,0,10564.0,Murdo,SD,578,226,21.10727,51.83718,81
57564,0,11052.0,Onida,SD,743,319,18.70794,54.28894,81
57567,0,12506.0,Philip,SD,1058,428,17.76938,51.21477,81
57568,0,13240.0,Presho,SD,534,231,17.97753,48.89901,81
57570,0,22671.0,Rosebud,SD,872,410,14.79358,24.70972,81
57572,0,23491.0,Saint Francis,SD,841,385,8.91795,26.67242,81
57579,0,17145.0,White River,SD,779,311,18.2285,38.41075,81
57580,0,14890.0,Winner,SD,3086,1217,14.35515,50.79242,81
57601,0,18681.0,Mobridge,SD,2789,1135,14.44962,40.61406,81
57625,0,22682.0,Eagle Butte,SD,1969,918,11.78263,29.80544,81
57626,0,18114.0,Faith,SD,676,284,17.89941,36.17737,81
57638,0,17565.0,Lemmon,SD,1485,568,14.07407,44.36556,81
57642,0,22843.0,Mc Laughlin,SD,1139,482,11.23793,29.60276,81
57656,0,19795.0,Timber Lake,SD,541,252,14.04806,37.95701,81
57701,0,11080.0,Rapid City,SD,23702,9670,20.55523,51.03432,81
57702,0,3797.0,Rapid City,SD,20063,8501,36.57479,72.18082,81
57703,0,12879.0,Rapid City,SD,6358,2893,14.32841,56.15096,81
57706,0,17782.0,Ellsworth AFB,SD,1885,1167,14.48276,43.03312,81
57717,0,17849.0,Belle Fourche,SD,4290,1800,11.67832,47.65548,81
57718,0,9407.0,Black Hawk,SD,3052,1403,17.82438,61.91355,81
57719,0,21056.0,Box Elder,SD,2299,1138,7.00305,45.98437,81
57730,0,7350.0,Custer,SD,3449,1401,25.83357,58.61709,81
57732,0,11770.0,Deadwood,SD,1584,613,18.11869,52.89242,81
57735,0,16960.0,Edgemont,SD,1035,396,11.40097,50.6695,81
57744,0,10818.0,Hermosa,SD,1150,462,19.82609,53.19578,81
57745,0,9319.0,Hill City,SD,1199,521,22.43536,54.30986,81
57747,0,10509.0,Hot Springs,SD,4089,1490,21.44779,51.45406,81
57752,0,22603.0,Kyle,SD,1070,428,10.09346,33.31242,81
57754,0,13761.0,Lead,SD,2420,1018,17.56198,48.23737,81
57760,0,17889.0,Newell,SD,907,386,16.31753,39.51175,81
57761,0,15100.0,New Underwood,SD,738,319,15.98916,47.4005,81
57764,0,23250.0,Oglala,SD,658,270,8.81459,30.23825,81
57769,0,9432.0,Piedmont,SD,2035,938,18.18182,61.20876,81
57770,0,23398.0,Pine Ridge,SD,2263,1020,10.07512,26.1167,81
57772,0,18317.0,Porcupine,SD,677,280,20.67947,30.82144,81
57783,0,7045.0,Spearfish,SD,7953,3172,28.3415,56.13134,81
57785,0,12579.0,Sturgis,SD,6247,2523,16.0397,54.01303,81
57790,0,8072.0,Wall,SD,702,280,22.64957,59.93123,81
57793,0,13960.0,Whitewood,SD,1015,440,16.15764,50.12423,81
58012,0,6588.0,Casselton,ND,1291,560,25.09682,64.87657,81
58027,0,11191.0,Enderlin,ND,1051,422,17.31684,56.2268,81
58030,0,14586.0,Fairmount,ND,511,223,7.82779,62.8851,81
58032,0,12090.0,Forman,ND,512,199,13.67188,59.54287,81
58040,0,12143.0,Gwinner,ND,547,232,12.06581,62.111,81
58041,0,18384.0,Hankinson,ND,1267,449,7.57695,53.2507,81
58042,0,5110.0,Harwood,ND,837,381,23.29749,79.95451,81
58045,0,10333.0,Hillsboro,ND,1544,616,16.64508,60.36012,81
58047,0,5012.0,Horace,ND,1322,596,27.68533,73.45573,81
58051,0,5585.0,Kindred,ND,896,403,24.88839,72.83724,81
58053,0,21451.0,Lidgerwood,ND,943,383,7.95334,42.86836,81
58054,0,10450.0,Lisbon,ND,2346,872,16.15516,60.78117,81
58059,0,12706.0,Mapleton,ND,586,271,13.65188,57.78415,81
58060,0,14462.0,Milnor,ND,951,404,10.93586,57.8613,81
58072,0,7727.0,Valley City,ND,5461,2131,24.94049,57.78415,81
58075,0,9305.0,Wahpeton,ND,5803,2302,18.74892,60.70271,81
58078,0,7088.0,West Fargo,ND,9147,4133,21.61364,67.44078,81
58081,0,10796.0,Wyndmere,ND,604,261,15.06623,61.48204,81
58102,0,4847.0,Fargo,ND,18134,6881,33.01533,66.04034,81
58103,0,5460.0,Fargo,ND,29242,11158,32.16948,61.32775,81
58104,0,1814.0,Fargo,ND,9406,4115,44.71614,93.96021,81
58201,0,4888.0,Grand Forks,ND,19922,8022,31.44263,68.33256,81
58203,0,8624.0,Grand Forks,ND,8710,3685,26.57864,50.44459,81
58204,0,11215.0,Grand Forks AFB,ND,1996,1241,22.49499,47.20959,81
58220,0,7599.0,Cavalier,ND,1797,710,21.59154,64.25938,81
58225,0,11158.0,Drayton,ND,820,321,15.12195,60.1326,81
58228,0,11781.0,Emerado,ND,674,274,14.8368,58.5151,81
58230,0,9371.0,Finley,ND,554,230,19.67509,58.842,81
58237,0,13204.0,Grafton,ND,3964,1514,13.5217,56.68054,81
58240,0,9932.0,Hatton,ND,916,372,20.41485,55.32194,81
58249,0,16479.0,Langdon,ND,2170,838,11.84332,51.13631,81
58251,0,9491.0,Larimore,ND,1409,590,20.65295,56.7263,81
58256,0,7962.0,Manvel,ND,612,261,18.30065,67.88667,81
58257,0,5018.0,Mayville,ND,1348,523,34.273,62.04039,81
58261,0,15889.0,Minto,ND,739,286,9.7429,56.14965,81
58267,0,9716.0,Northwood,ND,1107,418,19.69286,57.47948,81
58270,0,13838.0,Park River,ND,1490,543,14.7651,52.86365,81
58271,0,7321.0,Pembina,ND,530,229,17.16981,73.68849,81
58274,0,6802.0,Portland,ND,789,313,24.71483,64.05671,81
58278,0,4470.0,Thompson,ND,1189,548,30.69807,74.16576,81
58282,0,16579.0,Walhalla,ND,1078,414,12.80148,49.2076,81
58301,0,10656.0,Devils Lake,ND,6623,2622,18.87362,55.37555,81
58316,0,21754.0,Belcourt,ND,3192,1517,12.2807,34.13751,81
58318,0,12182.0,Bottineau,ND,2697,1039,17.76047,52.17455,81
58324,0,11555.0,Cando,ND,1212,432,17.32673,54.95058,81
58329,0,21732.0,Dunseith,ND,1631,758,12.6916,33.52163,81
58335,0,23897.0,Fort Totten,ND,623,345,4.97592,21.40149,81
58341,0,15091.0,Harvey,ND,2224,839,12.27518,53.81951,81
58344,0,11562.0,Lakota,ND,793,289,20.55486,49.3619,81
58346,0,12856.0,Leeds,ND,512,216,13.67188,57.35657,81
58348,0,18151.0,Maddock,ND,776,286,11.7268,46.69963,81
58356,0,11261.0,New Rockford,ND,1430,514,17.55245,55.573,81
58366,0,12171.0,Rolette,ND,693,278,17.89322,51.9771,81
58367,0,9263.0,Rolla,ND,1202,485,23.4609,52.76166,81
58368,0,15465.0,Rugby,ND,2852,1108,15.84853,46.66824,81
58369,0,17895.0,Saint John,ND,551,269,11.25227,48.21775,81
58370,0,23103.0,Saint Michael,ND,546,269,5.86081,36.86647,81
58401,0,9133.0,Jamestown,ND,11951,4560,21.54631,56.62562,81
58413,0,22242.0,Ashley,ND,982,369,8.55397,38.01585,81
58421,0,9672.0,Carrington,ND,2154,862,21.12349,55.19903,81
58425,0,14646.0,Cooperstown,ND,1117,414,13.87645,52.304,81
58433,0,14035.0,Edgeley,ND,843,319,17.20047,48.15498,81
58436,0,13013.0,Ellendale,ND,1466,574,19.50887,46.85523,81
58438,0,13086.0,Fessenden,ND,554,221,16.787,51.3573,81
58458,0,13104.0,Lamoure,ND,978,383,14.51943,55.22256,81
58463,0,21332.0,McClusky,ND,620,230,10.64516,38.68273,81
58467,0,20128.0,Medina,ND,533,222,10.69418,42.73106,81
58474,0,14695.0,Oakes,ND,1910,748,14.97382,50.28506,81
58482,0,17134.0,Steele,ND,734,283,13.89646,45.90199,81
58495,0,17352.0,Wishek,ND,1166,440,11.49228,49.39851,81
58501,0,4645.0,Bismarck,ND,28620,11727,31.30678,71.30081,81
58504,0,6427.0,Bismarck,ND,13921,5673,25.47231,65.20609,81
58523,0,9565.0,Beulah,ND,2590,1087,13.78378,68.28941,81
58529,0,20321.0,Carson,ND,572,232,14.68531,35.23198,81
58530,0,10442.0,Center,ND,947,394,13.41077,65.53561,81
58533,0,21319.0,Elgin,ND,753,277,11.42098,37.38951,81
58538,0,21495.0,Fort Yates,ND,1126,496,13.23268,33.6027,81
58540,0,15940.0,Garrison,ND,1628,643,12.53071,51.23307,81
58545,0,8084.0,Hazen,ND,2380,1029,16.47059,70.52279,81
58552,0,18046.0,Linton,ND,1576,643,14.84772,41.62222,81
58554,0,9500.0,Mandan,ND,13002,5576,18.18182,60.95508,81
58561,0,17370.0,Napoleon,ND,859,337,13.27125,46.27727,81
58563,0,17500.0,New Salem,ND,1479,590,11.89993,48.28836,81
58573,0,20977.0,Strasburg,ND,631,225,7.60697,45.22073,81
58575,0,12603.0,Turtle Lake,ND,764,302,17.80105,50.90356,81
58576,0,12176.0,Underwood,ND,736,293,12.09239,61.96193,81
58577,0,7433.0,Washburn,ND,1222,555,18.90344,70.01152,81
58579,0,15157.0,Wilton,ND,841,357,14.86326,49.18407,81
58601,0,8524.0,Dickinson,ND,11993,4982,23.89727,55.52985,81
58621,0,10937.0,Beach,ND,984,379,22.45935,48.21775,81
58622,0,20927.0,Belfield,ND,1011,423,9.49555,42.12564,81
58623,0,10388.0,Bowman,ND,1621,624,20.23442,53.98819,81
58631,0,20568.0,Glen Ullin,ND,936,342,9.82906,42.80821,81
58638,0,19108.0,Hebron,ND,785,326,12.2293,43.26587,81
58639,0,13751.0,Hettinger,ND,1408,539,18.39489,46.83431,81
58640,0,11112.0,Killdeer,ND,824,331,18.81068,53.9385,81
58646,0,17842.0,Mott,ND,968,373,13.63636,44.29495,81
58647,0,16006.0,New England,ND,715,278,15.24476,46.37926,81
58652,0,16229.0,Richardton,ND,805,318,14.65839,46.85523,81
58701,0,9101.0,Minot,ND,16420,6524,22.14982,55.70245,81
58703,0,7338.0,Minot,ND,11307,4719,25.4621,59.30358,81
58704,0,12432.0,Minot AFB,ND,3044,1940,23.09461,42.24332,81
58718,0,17281.0,Berthold,ND,645,288,13.02326,46.97684,81
58722,0,10908.0,Burlington,ND,882,406,17.34694,57.11074,81
58730,0,15597.0,Crosby,ND,1018,370,13.94892,49.58027,81
58746,0,15082.0,Kenmare,ND,1214,464,15.15651,48.8624,81
58761,0,13316.0,Mohall,ND,897,337,17.05686,50.28506,81
58763,0,16427.0,New Town,ND,1619,697,18.03582,40.56829,81
58770,0,17312.0,Parshall,ND,783,325,16.85824,40.28585,81
58773,0,16458.0,Powers Lake,ND,534,221,15.16854,45.4391,81
58784,0,18220.0,Stanley,ND,1249,485,13.05044,44.22173,81
58785,0,12543.0,Surrey,ND,622,303,13.34405,58.73347,81
58788,0,15211.0,Towner,ND,956,379,15.58577,47.80978,81
58790,0,14425.0,Velva,ND,1054,421,14.99051,50.95325,81
58793,0,19226.0,Westhope,ND,551,207,11.25227,44.62185,81
58801,0,12503.0,Williston,ND,10397,4181,17.56276,51.5809,81
58849,0,14648.0,Ray,ND,591,236,13.87479,52.304,81
58852,0,15515.0,Tioga,ND,1163,465,14.4454,48.9487,81
58854,0,13526.0,Watford City,ND,1630,659,17.66871,48.7081,81
59001,0,8967.0,Absarokee,MT,1092,467,17.49084,64.3993,81
59003,0,15408.0,Ashland,MT,588,257,20.91837,38.09693,81
59006,0,16992.0,Ballantine,MT,559,247,11.09123,51.10493,81
59011,0,9583.0,Big Timber,MT,2113,840,23.89967,50.79503,81
59014,0,12753.0,Bridger,MT,992,428,19.25403,47.99546,81
59019,0,9955.0,Columbus,MT,2272,922,17.73768,59.87893,81
59022,0,20655.0,Crow Agency,MT,1203,495,12.46883,37.94394,81
59029,0,16890.0,Fromberg,MT,517,228,16.24758,42.497,81
59030,0,5826.0,Gardiner,MT,1305,472,31.95402,58.59094,81
